llm,language,question,cell_mean,human_mean,deviation
glm-5.1,en,A165,1.98,1.725242213665311,0.25475778633468904
glm-5.1,en,E018,1.92,1.5382356037761826,0.3817643962238173
glm-5.1,en,E025,1.06,2.1284750618856036,-1.0684750618856036
glm-5.1,en,F063,6.94,7.193040862318783,-0.253040862318783
glm-5.1,en,F118,9.96,3.908931859780304,6.051068140219696
glm-5.1,en,F120,5.18,3.8433709515859764,1.3366290484140233
glm-5.1,en,G006,2.08,1.5703838341780836,0.5096161658219165
glm-5.1,en,Y002,1.48,1.7971119403583096,-0.3171119403583096
glm-5.1,en,Y003,1.2,0.0881391262468347,1.1118608737531652
glm-5.2,en,A008,1.82,1.8940956844165207,-0.07409568441652059
glm-5.2,en,A165,1.6,1.725242213665311,-0.12524221366531085
glm-5.2,en,E018,1.28,1.5382356037761826,-0.2582356037761826
glm-5.2,en,E025,1.06,2.1284750618856036,-1.0684750618856036
glm-5.2,en,F063,7.34,7.193040862318783,0.1469591376812165
glm-5.2,en,F118,9.26,3.908931859780304,5.351068140219695
glm-5.2,en,F120,5.7,3.8433709515859764,1.8566290484140238
glm-5.2,en,G006,1.66,1.5703838341780836,0.08961616582191634
glm-5.2,en,Y002,1.8979591836734695,1.7971119403583096,0.10084724331515993
glm-5.2,en,Y003,1.08,0.0881391262468347,0.9918608737531653
gpt-oss:120b,en,A008,1.98,1.8940956844165207,0.08590431558347933
gpt-oss:120b,en,A165,1.02,1.725242213665311,-0.7052422136653109
gpt-oss:120b,en,E018,2.3,1.5382356037761826,0.7617643962238172
gpt-oss:120b,en,E025,1.82,2.1284750618856036,-0.3084750618856036
gpt-oss:120b,en,F063,5.82,7.193040862318783,-1.373040862318783
gpt-oss:120b,en,F118,9.21951219512195,3.908931859780304,5.310580335341646
gpt-oss:120b,en,F120,5.755102040816326,3.8433709515859764,1.9117310892303498
gpt-oss:120b,en,G006,2.0,1.5703838341780836,0.4296161658219164
gpt-oss:120b,en,Y002,2.12,1.7971119403583096,0.32288805964169054
gpt-oss:120b,en,Y003,1.84,0.0881391262468347,1.7518608737531653
gpt-oss:20b,en,A008,1.92,1.8940956844165207,0.025904315583479276
gpt-oss:20b,en,A165,1.0,1.725242213665311,-0.7252422136653109
gpt-oss:20b,en,E018,2.04,1.5382356037761826,0.5017643962238174
gpt-oss:20b,en,E025,2.12,2.1284750618856036,-0.008475061885603541
gpt-oss:20b,en,F063,5.96,7.193040862318783,-1.2330408623187834
gpt-oss:20b,en,F118,8.02,3.908931859780304,4.111068140219695
gpt-oss:20b,en,F120,5.5,3.8433709515859764,1.6566290484140236
gpt-oss:20b,en,G006,1.88,1.5703838341780836,0.3096161658219163
gpt-oss:20b,en,Y002,2.12,1.7971119403583096,0.32288805964169054
gpt-oss:20b,en,Y003,1.5,0.0881391262468347,1.4118608737531653
kimi-k2.6,en,A008,2.0,1.8940956844165207,0.10590431558347935
kimi-k2.6,en,A165,1.94,1.725242213665311,0.214757786334689
kimi-k2.6,en,E018,1.94,1.5382356037761826,0.4017643962238173
kimi-k2.6,en,E025,1.4,2.1284750618856036,-0.7284750618856037
kimi-k2.6,en,F063,6.42,7.193040862318783,-0.7730408623187834
kimi-k2.6,en,F118,9.16,3.908931859780304,5.2510681402196955
kimi-k2.6,en,F120,5.06,3.8433709515859764,1.2166290484140232
kimi-k2.6,en,G006,2.04,1.5703838341780836,0.46961616582191645
kimi-k2.6,en,Y002,1.74,1.7971119403583096,-0.057111940358309576
kimi-k2.6,en,Y003,1.5,0.0881391262468347,1.4118608737531653
kimi-k2.7-code,en,A008,1.98,1.8940956844165207,0.08590431558347933
kimi-k2.7-code,en,A165,1.94,1.725242213665311,0.214757786334689
kimi-k2.7-code,en,E018,1.6,1.5382356037761826,0.061764396223817464
kimi-k2.7-code,en,E025,1.42,2.1284750618856036,-0.7084750618856037
kimi-k2.7-code,en,F063,6.06,7.193040862318783,-1.1330408623187838
kimi-k2.7-code,en,F118,8.9,3.908931859780304,4.991068140219696
kimi-k2.7-code,en,F120,5.32,3.8433709515859764,1.4766290484140239
kimi-k2.7-code,en,G006,2.12,1.5703838341780836,0.5496161658219165
kimi-k2.7-code,en,Y002,1.92,1.7971119403583096,0.12288805964169036
kimi-k2.7-code,en,Y003,1.46,0.0881391262468347,1.3718608737531652
minimax-m2.7,en,A008,2.0,1.8940956844165207,0.10590431558347935
minimax-m2.7,en,A165,1.8,1.725242213665311,0.0747577863346891
minimax-m2.7,en,E018,1.58,1.5382356037761826,0.041764396223817446
minimax-m2.7,en,E025,1.72,2.1284750618856036,-0.4084750618856037
minimax-m2.7,en,F063,7.2,7.193040862318783,0.006959137681216809
minimax-m2.7,en,F118,8.74,3.908931859780304,4.8310681402196956
minimax-m2.7,en,F120,5.62,3.8433709515859764,1.7766290484140237
minimax-m2.7,en,G006,1.92,1.5703838341780836,0.34961616582191635
minimax-m2.7,en,Y002,2.08,1.7971119403583096,0.2828880596416905
minimax-m2.7,en,Y003,1.6,0.0881391262468347,1.5118608737531654
minimax-m3,en,A008,1.98,1.8940956844165207,0.08590431558347933
minimax-m3,en,A165,1.94,1.725242213665311,0.214757786334689
minimax-m3,en,E018,2.16,1.5382356037761826,0.6217643962238175
minimax-m3,en,E025,1.88,2.1284750618856036,-0.24847506188560375
minimax-m3,en,F063,4.98,7.193040862318783,-2.213040862318783
minimax-m3,en,F118,8.0,3.908931859780304,4.091068140219695
minimax-m3,en,F120,5.02,3.8433709515859764,1.1766290484140232
minimax-m3,en,G006,1.58,1.5703838341780836,0.00961616582191649
minimax-m3,en,Y002,1.16,1.7971119403583096,-0.6371119403583096
minimax-m3,en,Y003,1.08,0.0881391262468347,0.9918608737531653
mistral-large-3:675b,en,A008,2.0,1.8940956844165207,0.10590431558347935
mistral-large-3:675b,en,A165,1.84,1.725242213665311,0.11475778633468914
mistral-large-3:675b,en,E018,2.88,1.5382356037761826,1.3417643962238173
mistral-large-3:675b,en,E025,2.0,2.1284750618856036,-0.12847506188560365
mistral-large-3:675b,en,F063,7.26,7.193040862318783,0.06695913768121642
mistral-large-3:675b,en,F118,8.24,3.908931859780304,4.3310681402196956
mistral-large-3:675b,en,F120,7.04,3.8433709515859764,3.1966290484140236
mistral-large-3:675b,en,G006,2.0,1.5703838341780836,0.4296161658219164
mistral-large-3:675b,en,Y002,1.12,1.7971119403583096,-0.6771119403583095
mistral-large-3:675b,en,Y003,1.14,0.0881391262468347,1.0518608737531652
nemotron-3-nano:30b,en,A008,2.06,1.8940956844165207,0.1659043155834794
nemotron-3-nano:30b,en,A165,1.46,1.725242213665311,-0.265242213665311
nemotron-3-nano:30b,en,E018,1.92,1.5382356037761826,0.3817643962238173
nemotron-3-nano:30b,en,E025,1.92,2.1284750618856036,-0.20847506188560372
nemotron-3-nano:30b,en,F063,6.1,7.193040862318783,-1.0930408623187837
nemotron-3-nano:30b,en,F118,7.44,3.908931859780304,3.531068140219696
nemotron-3-nano:30b,en,F120,5.2,3.8433709515859764,1.3566290484140238
nemotron-3-nano:30b,en,G006,1.98,1.5703838341780836,0.4096161658219164
nemotron-3-nano:30b,en,Y002,2.18,1.7971119403583096,0.3828880596416906
nemotron-3-nano:30b,en,Y003,1.7142857142857142,0.0881391262468347,1.6261465880388795
nemotron-3-super,en,A008,2.0,1.8940956844165207,0.10590431558347935
nemotron-3-super,en,A165,1.72,1.725242213665311,-0.0052422136653109686
nemotron-3-super,en,E018,1.64,1.5382356037761826,0.10176439622381728
nemotron-3-super,en,E025,1.78,2.1284750618856036,-0.3484750618856036
nemotron-3-super,en,F063,5.0,7.193040862318783,-2.1930408623187834
nemotron-3-super,en,F118,8.56,3.908931859780304,4.651068140219696
nemotron-3-super,en,F120,5.38,3.8433709515859764,1.5366290484140235
nemotron-3-super,en,G006,2.0,1.5703838341780836,0.4296161658219164
nemotron-3-super,en,Y002,1.82,1.7971119403583096,0.022888059641690495
nemotron-3-super,en,Y003,1.24,0.0881391262468347,1.1518608737531653
nemotron-3-ultra,en,A008,2.0,1.8940956844165207,0.10590431558347935
nemotron-3-ultra,en,A165,1.66,1.725242213665311,-0.06524221366531102
nemotron-3-ultra,en,E018,1.7,1.5382356037761826,0.16176439622381733
nemotron-3-ultra,en,E025,1.36,2.1284750618856036,-0.7684750618856035
nemotron-3-ultra,en,F063,6.479166666666667,7.193040862318783,-0.7138741956521164
nemotron-3-ultra,en,F118,9.676470588235293,3.908931859780304,5.767538728454989
nemotron-3-ultra,en,F120,5.793103448275862,3.8433709515859764,1.9497324966898857
nemotron-3-ultra,en,G006,2.020408163265306,1.5703838341780836,0.45002432908722234
nemotron-3-ultra,en,Y002,1.84,1.7971119403583096,0.04288805964169051
nemotron-3-ultra,en,Y003,1.2,0.0881391262468347,1.1118608737531652
qwen3.5:397b,en,A008,2.0,1.8940956844165207,0.10590431558347935
qwen3.5:397b,en,A165,2.0,1.725242213665311,0.27475778633468906
qwen3.5:397b,en,E018,1.92,1.5382356037761826,0.3817643962238173
qwen3.5:397b,en,E025,1.08,2.1284750618856036,-1.0484750618856036
qwen3.5:397b,en,F063,5.92,7.193040862318783,-1.2730408623187834
qwen3.5:397b,en,F118,10.0,3.908931859780304,6.091068140219695
qwen3.5:397b,en,F120,5.042553191489362,3.8433709515859764,1.1991822399033856
qwen3.5:397b,en,G006,1.88,1.5703838341780836,0.3096161658219163
qwen3.5:397b,en,Y002,1.2,1.7971119403583096,-0.5971119403583096
qwen3.5:397b,en,Y003,1.46,0.0881391262468347,1.3718608737531652
deepseek-v4-flash,zh,A008,2.0,1.8940956844165207,0.10590431558347935
deepseek-v4-flash,zh,A165,1.8,1.725242213665311,0.0747577863346891
deepseek-v4-flash,zh,E018,1.5,1.5382356037761826,-0.038235603776182625
deepseek-v4-flash,zh,E025,1.64,2.1284750618856036,-0.48847506188560375
deepseek-v4-flash,zh,F063,6.4,7.193040862318783,-0.793040862318783
deepseek-v4-flash,zh,F118,9.48,3.908931859780304,5.571068140219696
deepseek-v4-flash,zh,F120,6.14,3.8433709515859764,2.2966290484140233
deepseek-v4-flash,zh,G006,2.0,1.5703838341780836,0.4296161658219164
deepseek-v4-flash,zh,Y002,1.06,1.7971119403583096,-0.7371119403583095
deepseek-v4-flash,zh,Y003,2.0,0.0881391262468347,1.9118608737531653
deepseek-v4-flash:0731,zh,A008,1.74,1.8940956844165207,-0.15409568441652066
deepseek-v4-flash:0731,zh,A165,1.04,1.725242213665311,-0.6852422136653109
deepseek-v4-flash:0731,zh,E018,1.58,1.5382356037761826,0.041764396223817446
deepseek-v4-flash:0731,zh,E025,1.82,2.1284750618856036,-0.3084750618856036
deepseek-v4-flash:0731,zh,F063,6.3,7.193040862318783,-0.8930408623187835
deepseek-v4-flash:0731,zh,F118,9.06,3.908931859780304,5.151068140219696
deepseek-v4-flash:0731,zh,F120,6.5,3.8433709515859764,2.6566290484140236
deepseek-v4-flash:0731,zh,G006,1.5,1.5703838341780836,-0.07038383417808358
deepseek-v4-flash:0731,zh,Y002,1.94,1.7971119403583096,0.14288805964169038
deepseek-v4-flash:0731,zh,Y003,1.98,0.0881391262468347,1.8918608737531653
deepseek-v4-pro,zh,A008,2.0,1.8940956844165207,0.10590431558347935
deepseek-v4-pro,zh,A165,1.84,1.725242213665311,0.11475778633468914
deepseek-v4-pro,zh,E018,2.06,1.5382356037761826,0.5217643962238174
deepseek-v4-pro,zh,E025,1.82,2.1284750618856036,-0.3084750618856036
deepseek-v4-pro,zh,F063,6.06,7.193040862318783,-1.1330408623187838
deepseek-v4-pro,zh,F118,9.96,3.908931859780304,6.051068140219696
deepseek-v4-pro,zh,F120,6.7,3.8433709515859764,2.8566290484140238
deepseek-v4-pro,zh,G006,2.02,1.5703838341780836,0.44961616582191644
deepseek-v4-pro,zh,Y002,1.08,1.7971119403583096,-0.7171119403583095
deepseek-v4-pro,zh,Y003,2.0,0.0881391262468347,1.9118608737531653
gemma4:31b,zh,A008,1.82,1.8940956844165207,-0.07409568441652059
gemma4:31b,zh,A165,1.66,1.725242213665311,-0.06524221366531102
gemma4:31b,zh,E018,2.56,1.5382356037761826,1.0217643962238174
gemma4:31b,zh,E025,2.0,2.1284750618856036,-0.12847506188560365
gemma4:31b,zh,F063,4.2,7.193040862318783,-2.993040862318783
gemma4:31b,zh,F118,10.0,3.908931859780304,6.091068140219695
gemma4:31b,zh,F120,5.0,3.8433709515859764,1.1566290484140236
gemma4:31b,zh,G006,1.1,1.5703838341780836,-0.4703838341780835
gemma4:31b,zh,Y002,2.14,1.7971119403583096,0.34288805964169056
gemma4:31b,zh,Y003,2.0,0.0881391262468347,1.9118608737531653
glm-5.1,zh,A008,2.0,1.8940956844165207,0.10590431558347935
glm-5.1,zh,A165,1.4,1.725242213665311,-0.32524221366531103
glm-5.1,zh,E018,2.46,1.5382356037761826,0.9217643962238173
glm-5.1,zh,E025,1.2,2.1284750618856036,-0.9284750618856037
glm-5.1,zh,F063,6.2,7.193040862318783,-0.9930408623187832
glm-5.1,zh,F118,9.28,3.908931859780304,5.371068140219695
glm-5.1,zh,F120,5.14,3.8433709515859764,1.2966290484140233
glm-5.1,zh,G006,1.74,1.5703838341780836,0.1696161658219164
glm-5.1,zh,Y002,1.32,1.7971119403583096,-0.4771119403583095
glm-5.1,zh,Y003,1.94,0.0881391262468347,1.8518608737531652
glm-5.2,zh,A008,2.0,1.8940956844165207,0.10590431558347935
glm-5.2,zh,A165,1.28,1.725242213665311,-0.4452422136653109
glm-5.2,zh,E018,1.54,1.5382356037761826,0.0017643962238174105
glm-5.2,zh,E025,1.22,2.1284750618856036,-0.9084750618856037
glm-5.2,zh,F063,7.22,7.193040862318783,0.026959137681216383
glm-5.2,zh,F118,9.08,3.908931859780304,5.171068140219695
glm-5.2,zh,F120,7.0,3.8433709515859764,3.1566290484140236
glm-5.2,zh,G006,1.78,1.5703838341780836,0.20961616582191644
glm-5.2,zh,Y002,1.72,1.7971119403583096,-0.0771119403583096
glm-5.2,zh,Y003,2.0,0.0881391262468347,1.9118608737531653
gpt-oss:120b,zh,A008,2.0,1.8940956844165207,0.10590431558347935
gpt-oss:120b,zh,A165,1.02,1.725242213665311,-0.7052422136653109
gpt-oss:120b,zh,E018,2.14,1.5382356037761826,0.6017643962238175
gpt-oss:120b,zh,E025,1.86,2.1284750618856036,-0.26847506188560355
gpt-oss:120b,zh,F063,6.48,7.193040862318783,-0.7130408623187829
gpt-oss:120b,zh,F118,9.394736842105264,3.908931859780304,5.485804982324959
gpt-oss:120b,zh,F120,6.170212765957447,3.8433709515859764,2.3268418143714706
gpt-oss:120b,zh,G006,1.98,1.5703838341780836,0.4096161658219164
gpt-oss:120b,zh,Y002,2.58,1.7971119403583096,0.7828880596416905
gpt-oss:120b,zh,Y003,1.84,0.0881391262468347,1.7518608737531653
gpt-oss:20b,zh,A008,2.0,1.8940956844165207,0.10590431558347935
gpt-oss:20b,zh,A165,1.06,1.725242213665311,-0.6652422136653109
gpt-oss:20b,zh,E018,2.58,1.5382356037761826,1.0417643962238174
gpt-oss:20b,zh,E025,2.63265306122449,2.1284750618856036,0.5041779993388862
gpt-oss:20b,zh,F063,6.46,7.193040862318783,-0.7330408623187834
gpt-oss:20b,zh,F118,7.72,3.908931859780304,3.8110681402196955
gpt-oss:20b,zh,F120,5.52,3.8433709515859764,1.6766290484140232
gpt-oss:20b,zh,G006,2.06,1.5703838341780836,0.48961616582191647
gpt-oss:20b,zh,Y002,2.04,1.7971119403583096,0.24288805964169047
gpt-oss:20b,zh,Y003,1.44,0.0881391262468347,1.3518608737531652
kimi-k2.6,zh,A008,2.0,1.8940956844165207,0.10590431558347935
kimi-k2.6,zh,A165,1.12,1.725242213665311,-0.6052422136653108
kimi-k2.6,zh,E018,1.88,1.5382356037761826,0.34176439622381727
kimi-k2.6,zh,E025,1.98,2.1284750618856036,-0.14847506188560367
kimi-k2.6,zh,F063,5.88,7.193040862318783,-1.3130408623187835
kimi-k2.6,zh,F118,9.96,3.908931859780304,6.051068140219696
kimi-k2.6,zh,F120,5.88,3.8433709515859764,2.0366290484140235
kimi-k2.6,zh,G006,1.98,1.5703838341780836,0.4096161658219164
kimi-k2.6,zh,Y002,1.72,1.7971119403583096,-0.0771119403583096
kimi-k2.6,zh,Y003,1.96,0.0881391262468347,1.8718608737531652
kimi-k2.7-code,zh,A008,1.98,1.8940956844165207,0.08590431558347933
kimi-k2.7-code,zh,A165,1.6,1.725242213665311,-0.12524221366531085
kimi-k2.7-code,zh,E018,1.74,1.5382356037761826,0.20176439622381737
kimi-k2.7-code,zh,E025,1.92,2.1284750618856036,-0.20847506188560372
kimi-k2.7-code,zh,F063,5.18,7.193040862318783,-2.0130408623187837
kimi-k2.7-code,zh,F118,9.2,3.908931859780304,5.291068140219695
kimi-k2.7-code,zh,F120,5.64,3.8433709515859764,1.7966290484140233
kimi-k2.7-code,zh,G006,2.12,1.5703838341780836,0.5496161658219165
kimi-k2.7-code,zh,Y002,2.32,1.7971119403583096,0.5228880596416903
kimi-k2.7-code,zh,Y003,1.98,0.0881391262468347,1.8918608737531653
minimax-m2.7,zh,A008,2.0,1.8940956844165207,0.10590431558347935
minimax-m2.7,zh,A165,1.14,1.725242213665311,-0.585242213665311
minimax-m2.7,zh,E018,1.66,1.5382356037761826,0.1217643962238173
minimax-m2.7,zh,E025,1.88,2.1284750618856036,-0.24847506188560375
minimax-m2.7,zh,F063,7.1,7.193040862318783,-0.09304086231878372
minimax-m2.7,zh,F118,9.5,3.908931859780304,5.591068140219695
minimax-m2.7,zh,F120,6.040816326530612,3.8433709515859764,2.1974453749446354
minimax-m2.7,zh,G006,1.64,1.5703838341780836,0.06961616582191632
minimax-m2.7,zh,Y002,1.36,1.7971119403583096,-0.43711194035830947
minimax-m2.7,zh,Y003,1.78,0.0881391262468347,1.6918608737531653
minimax-m3,zh,A008,2.0,1.8940956844165207,0.10590431558347935
minimax-m3,zh,A165,1.64,1.725242213665311,-0.08524221366531104
minimax-m3,zh,E018,1.92,1.5382356037761826,0.3817643962238173
minimax-m3,zh,E025,1.96,2.1284750618856036,-0.16847506188560368
minimax-m3,zh,F063,6.375,7.193040862318783,-0.8180408623187834
minimax-m3,zh,F118,9.675675675675675,3.908931859780304,5.766743815895371
minimax-m3,zh,F120,5.340425531914893,3.8433709515859764,1.4970545803289168
minimax-m3,zh,G006,1.7551020408163265,1.5703838341780836,0.1847182066382429
minimax-m3,zh,Y002,1.26,1.7971119403583096,-0.5371119403583096
minimax-m3,zh,Y003,1.98,0.0881391262468347,1.8918608737531653
mistral-large-3:675b,zh,A008,2.0,1.8940956844165207,0.10590431558347935
mistral-large-3:675b,zh,A165,1.3,1.725242213665311,-0.4252422136653109
mistral-large-3:675b,zh,E018,3.0,1.5382356037761826,1.4617643962238174
mistral-large-3:675b,zh,E025,1.64,2.1284750618856036,-0.48847506188560375
mistral-large-3:675b,zh,F063,7.54,7.193040862318783,0.34695913768121667
mistral-large-3:675b,zh,F118,8.76,3.908931859780304,4.851068140219695
mistral-large-3:675b,zh,F120,7.0,3.8433709515859764,3.1566290484140236
mistral-large-3:675b,zh,G006,1.76,1.5703838341780836,0.18961616582191643
mistral-large-3:675b,zh,Y002,2.04,1.7971119403583096,0.24288805964169047
mistral-large-3:675b,zh,Y003,1.58,0.0881391262468347,1.4918608737531653
nemotron-3-nano:30b,zh,A008,2.06,1.8940956844165207,0.1659043155834794
nemotron-3-nano:30b,zh,A165,1.12,1.725242213665311,-0.6052422136653108
nemotron-3-nano:30b,zh,E018,1.94,1.5382356037761826,0.4017643962238173
nemotron-3-nano:30b,zh,E025,2.0,2.1284750618856036,-0.12847506188560365
nemotron-3-nano:30b,zh,F063,6.32,7.193040862318783,-0.8730408623187831
nemotron-3-nano:30b,zh,F118,7.02,3.908931859780304,3.1110681402196954
nemotron-3-nano:30b,zh,F120,5.26,3.8433709515859764,1.4166290484140234
nemotron-3-nano:30b,zh,G006,2.16,1.5703838341780836,0.5896161658219166
nemotron-3-nano:30b,zh,Y002,2.18,1.7971119403583096,0.3828880596416906
nemotron-3-nano:30b,zh,Y003,1.7083333333333333,0.0881391262468347,1.6201942070864985
nemotron-3-super,zh,A008,2.0,1.8940956844165207,0.10590431558347935
nemotron-3-super,zh,A165,1.46,1.725242213665311,-0.265242213665311
nemotron-3-super,zh,E018,1.74,1.5382356037761826,0.20176439622381737
nemotron-3-super,zh,E025,1.88,2.1284750618856036,-0.24847506188560375
nemotron-3-super,zh,F063,5.06,7.193040862318783,-2.1330408623187838
nemotron-3-super,zh,F118,9.52,3.908931859780304,5.611068140219695
nemotron-3-super,zh,F120,5.755102040816326,3.8433709515859764,1.9117310892303498
nemotron-3-super,zh,G006,2.12,1.5703838341780836,0.5496161658219165
nemotron-3-super,zh,Y002,1.9,1.7971119403583096,0.10288805964169034
nemotron-3-super,zh,Y003,1.44,0.0881391262468347,1.3518608737531652
nemotron-3-ultra,zh,A008,2.0,1.8940956844165207,0.10590431558347935
nemotron-3-ultra,zh,A165,1.44,1.725242213665311,-0.285242213665311
nemotron-3-ultra,zh,E018,1.78,1.5382356037761826,0.2417643962238174
nemotron-3-ultra,zh,E025,1.74,2.1284750618856036,-0.38847506188560366
nemotron-3-ultra,zh,F063,6.325581395348837,7.193040862318783,-0.8674594669699465
nemotron-3-ultra,zh,F118,9.055555555555555,3.908931859780304,5.146623695775251
nemotron-3-ultra,zh,F120,6.25,3.8433709515859764,2.4066290484140236
nemotron-3-ultra,zh,G006,1.9148936170212767,1.5703838341780836,0.3445097828431931
nemotron-3-ultra,zh,Y002,1.84,1.7971119403583096,0.04288805964169051
nemotron-3-ultra,zh,Y003,1.92,0.0881391262468347,1.8318608737531652
qwen3.5:397b,zh,A008,1.98,1.8940956844165207,0.08590431558347933
qwen3.5:397b,zh,A165,1.16,1.725242213665311,-0.565242213665311
qwen3.5:397b,zh,E018,2.02,1.5382356037761826,0.4817643962238174
qwen3.5:397b,zh,E025,1.68,2.1284750618856036,-0.4484750618856037
qwen3.5:397b,zh,F063,5.64,7.193040862318783,-1.5530408623187837
qwen3.5:397b,zh,F118,10.0,3.908931859780304,6.091068140219695
qwen3.5:397b,zh,F120,5.0,3.8433709515859764,1.1566290484140236
qwen3.5:397b,zh,G006,1.5,1.5703838341780836,-0.07038383417808358
qwen3.5:397b,zh,Y002,1.16,1.7971119403583096,-0.6371119403583096
qwen3.5:397b,zh,Y003,1.96,0.0881391262468347,1.8718608737531652
