llm,language,question,obs_pc1,obs_pc2,loio_pc1,loio_pc2,displacement
glm-5.2,en,E018,2.513974734394916,0.7835309805872729,2.5166948817356976,0.917861121406043,0.13435767910300542
glm-5.2,en,E025,2.513974734394916,0.7835309805872729,1.9111313530819163,0.65084191095875,0.6172734658089346
glm-5.2,en,F063,2.513974734394916,0.7835309805872729,2.526770996084073,0.8047939623687206,0.024816500709317565
glm-5.2,en,F118,2.513974734394916,0.7835309805872729,1.6550786686460723,0.4248304811124901,0.930789181330714
glm-5.2,en,F120,2.513974734394916,0.7835309805872729,2.24762906851938,0.5772684169608482,0.3368742478795726
glm-5.2,en,G006,2.513974734394916,0.7835309805872729,2.540805094009135,0.7034113139768253,0.08449277587342936
glm-5.2,en,Y002,2.513974734394916,0.7835309805872729,2.453817947914409,0.7838085935601213,0.06015742704458036
glm-5.2,en,Y003,2.513974734394916,0.7835309805872729,2.311825146726628,0.5366040372267679,0.3191196815488211
gpt-oss:120b,en,A008,2.8637024801534885,2.0191205793136646,2.9341439986292572,1.945329828181217,0.10201510906656369
gpt-oss:120b,en,A165,2.8637024801534885,2.0191205793136646,2.158858050202361,2.084720597927952,0.7078905514804706
gpt-oss:120b,en,E018,2.8637024801534885,2.0191205793136646,2.8556783681937516,1.6228625997046238,0.3963392142806228
gpt-oss:120b,en,E025,2.8637024801534885,2.0191205793136646,2.6896580349516737,1.9808124611129754,0.17821049583480067
gpt-oss:120b,en,F063,2.8637024801534885,2.0191205793136646,2.744146864481268,1.820460303393994,0.23186084289341177
gpt-oss:120b,en,F118,2.8637024801534885,2.0191205793136646,2.011305082597483,1.6631341166352425,0.9237465480154966
gpt-oss:120b,en,F120,2.8637024801534885,2.0191205793136646,2.5894520635875202,1.8067364437935252,0.34687218396297514
gpt-oss:120b,en,G006,2.8637024801534885,2.0191205793136646,2.992326106475434,1.6350302351171604,0.40505484783322443
gpt-oss:120b,en,Y002,2.8637024801534885,2.0191205793136646,2.6710952514137953,2.0200094277460825,0.1926092796682452
gpt-oss:120b,en,Y003,2.8637024801534885,2.0191205793136646,2.5066585008488453,1.5829892002102022,0.5636408280069698
gpt-oss:20b,en,A008,2.4862026855263677,1.4722853857009681,2.507444218182577,1.4500338970360085,0.030762500831233292
gpt-oss:20b,en,A165,2.4862026855263677,1.4722853857009681,1.7613695363439326,1.539745758597605,0.7279656558279928
gpt-oss:20b,en,E018,2.4862026855263677,1.4722853857009681,2.4809173063295087,1.2112753583578404,0.2610635355749915
gpt-oss:20b,en,E025,2.4862026855263677,1.4722853857009681,2.4814209782631793,1.4712329062217928,0.004896165581852157
gpt-oss:20b,en,F063,2.4862026855263677,1.4722853857009681,2.3788373743479596,1.2938811993064003,0.20821950861421243
gpt-oss:20b,en,F118,2.4862026855263677,1.4722853857009681,1.8263381203341282,1.1967063505195679,0.7150979296766665
gpt-oss:20b,en,F120,2.4862026855263677,1.4722853857009681,2.2485483369716555,1.2882418607998738,0.3005854428361167
gpt-oss:20b,en,G006,2.4862026855263677,1.4722853857009681,2.5788992765397043,1.195478810064249,0.2919152930238847
gpt-oss:20b,en,Y002,2.4862026855263677,1.4722853857009681,2.293595456786676,1.4731742341333864,0.19260927966824387
gpt-oss:20b,en,Y003,2.4862026855263677,1.4722853857009681,2.1984535656379887,1.1207980962719866,0.45424978880200856
kimi-k2.6,en,A008,1.6915379191568296,1.7709077471389618,1.7783794329057852,1.679937241850686,0.12576597847833995
kimi-k2.6,en,A165,1.6915379191568296,1.7709077471389618,1.9061745738459037,1.750931468765182,0.21556424850559885
kimi-k2.6,en,E018,1.6915379191568296,1.7709077471389618,1.6873058987149228,1.561916162975031,0.20903442838051833
kimi-k2.6,en,E025,1.6915379191568296,1.7709077471389618,1.2805256408409387,1.6804417347281542,0.4208505581889274
kimi-k2.6,en,F063,1.6915379191568296,1.7709077471389618,1.6242264656009424,1.6590592834697329,0.13054083883970252
kimi-k2.6,en,F118,1.6915379191568296,1.7709077471389618,0.8486927808722277,1.4189105915588065,0.9133947255521623
kimi-k2.6,en,F120,1.6915379191568296,1.7709077471389618,1.517004468707932,1.635746107433595,0.22075007174051192
kimi-k2.6,en,G006,1.6915379191568296,1.7709077471389618,1.8321372239149794,1.3510561467558637,0.44276803276967025
kimi-k2.6,en,Y002,1.6915379191568296,1.7709077471389618,1.725605987739383,1.7707505290036234,0.03406843134762212
kimi-k2.6,en,Y003,1.6915379191568296,1.7709077471389618,1.4037887992684506,1.4194204577099807,0.4542497888020082
kimi-k2.7-code,en,A008,1.7952539264973626,1.6989935994528105,1.8656954449731313,1.625202848320364,0.10201510906656289
kimi-k2.7-code,en,A165,1.7952539264973626,1.6989935994528105,2.0098905811864367,1.679017321079031,0.21556424850559885
kimi-k2.7-code,en,E018,1.7952539264973626,1.6989935994528105,1.7946033258222953,1.66686472209815,0.03213546391930897
kimi-k2.7-code,en,E025,1.7952539264973626,1.6989935994528105,1.3955258307107132,1.6110112962901042,0.4092962695053976
kimi-k2.7-code,en,F063,1.7952539264973626,1.6989935994528105,1.6965959756716762,1.5350580484333167,0.19133284127192748
kimi-k2.7-code,en,F118,1.7952539264973626,1.6989935994528105,0.9941411996197905,1.3644251379986874,0.8681691405279264
kimi-k2.7-code,en,F120,1.7952539264973626,1.6989935994528105,1.5834217635313927,1.5349472094045142,0.2679255182970054
kimi-k2.7-code,en,G006,1.7952539264973626,1.6989935994528105,1.9598045881279194,1.207619486696523,0.5181944026425629
kimi-k2.7-code,en,Y002,1.7952539264973626,1.6989935994528105,1.7219494858220097,1.699331886533778,0.0733052212388414
kimi-k2.7-code,en,Y003,1.7952539264973626,1.6989935994528105,1.515657143010897,1.3574644382208272,0.4413802547778951
minimax-m2.7,en,A008,1.8512469402103227,1.3687590295309522,1.9380884539592786,1.2777885242426767,0.12576597847833992
minimax-m2.7,en,A165,1.8512469402103227,1.3687590295309522,1.9259625602802362,1.3618052311336175,0.07503851807293661
minimax-m2.7,en,E018,1.8512469402103227,1.3687590295309522,1.8508070112862458,1.3470338408121314,0.021729642480414108
minimax-m2.7,en,E025,1.8512469402103227,1.3687590295309522,1.6207815823622997,1.3180323650897592,0.23598193925244926
minimax-m2.7,en,F063,1.8512469402103227,1.3687590295309522,1.8518528974056685,1.3697659217872973,0.0011751664301192027
minimax-m2.7,en,F118,1.8512469402103227,1.3687590295309522,1.0758156972755384,1.0449159183082335,0.8403380112822426
minimax-m2.7,en,F120,1.8512469402103227,1.3687590295309522,1.5963778012631162,1.1713840813946599,0.3223587258621899
minimax-m2.7,en,G006,1.8512469402103227,1.3687590295309522,1.9559192096598625,1.0561911977076388,0.3296284779603307
minimax-m2.7,en,Y002,1.8512469402103227,1.3687590295309522,1.6825002690834983,1.3695377656930807,0.16874846798236373
minimax-m2.7,en,Y003,1.8512469402103227,1.3687590295309522,1.5431169793171597,0.9923764196094766,0.48642362386229115
minimax-m3,en,A008,1.079034574428595,1.420487134206148,1.1494760929043641,1.3466963830737015,0.10201510906656319
minimax-m3,en,A165,1.079034574428595,1.420487134206148,1.2936712291176695,1.4005108558323685,0.2155642485055993
minimax-m3,en,E018,1.079034574428595,1.420487134206148,1.0724851647257927,1.0970549750479839,0.32349846420835937
minimax-m3,en,E025,1.079034574428595,1.420487134206148,0.9388426768145058,1.3896301437497625,0.14354762978421037
minimax-m3,en,F063,1.079034574428595,1.420487134206148,0.8863371317935104,1.1002903211358603,0.3737088485686022
minimax-m3,en,F118,1.079034574428595,1.420487134206148,0.4223801947292043,1.146248767803674,0.7116190385209555
minimax-m3,en,F120,1.079034574428595,1.420487134206148,0.9102393874438622,1.2897693022458476,0.21349231073182054
minimax-m3,en,G006,1.079034574428595,1.420487134206148,1.0819135771704071,1.4118899799688898,0.009066406000536808
minimax-m3,en,Y002,1.079034574428595,1.420487134206148,1.4590807283977334,1.4187332881516026,0.3800502007928914
minimax-m3,en,Y003,1.079034574428595,1.420487134206148,0.8768849867603066,1.173560190845643,0.3191196815488212
mistral-large-3:675b,en,A008,1.0948573013944747,2.0891515767981454,1.1816988151434304,1.9981810715098691,0.12576597847834042
mistral-large-3:675b,en,A165,1.0948573013944747,2.0891515767981454,1.2095503599270054,2.078477069836112,0.11518872676798293
mistral-large-3:675b,en,E018,1.0948573013944747,2.0891515767981454,1.0807237086560129,1.3911866267497621,0.6981080360085672
mistral-large-3:675b,en,E025,1.0948573013944747,2.0891515767981454,1.0223704989558358,2.073196841830365,0.07422189768303147
mistral-large-3:675b,en,F063,1.0948573013944747,2.0891515767981454,1.1006876748014538,2.098839650279534,0.01130716683548959
mistral-large-3:675b,en,F118,1.0948573013944747,2.0891515767981454,0.39968069578090215,1.7988251850485641,0.7533657323894816
mistral-large-3:675b,en,F120,1.0948573013944747,2.0891515767981454,0.6362798094694139,1.7340214537120053,0.5800092416707308
mistral-large-3:675b,en,G006,1.0948573013944747,2.0891515767981454,1.2234809277164214,1.705061232601642,0.40505484783322393
mistral-large-3:675b,en,Y002,1.0948573013944747,2.0891515767981454,1.4987640129764808,2.087287618473309,0.4039110124787718
mistral-large-3:675b,en,Y003,1.0948573013944747,2.0891515767981454,0.8804792091233162,1.8272874411421434,0.3384239825849911
nemotron-3-nano:30b,en,A008,1.9244421823661124,1.6478678191519498,2.0604836819346275,1.5053580513961864,0.19701858671367
nemotron-3-nano:30b,en,A165,1.9244421823661124,1.6478678191519498,1.6593495755037773,1.6725400435545525,0.2662382558349588
nemotron-3-nano:30b,en,E018,1.9244421823661124,1.6478678191519498,1.9204208336751964,1.4492799236238583,0.19862860694162393
nemotron-3-nano:30b,en,E025,1.9244421823661124,1.6478678191519498,1.8068186498105065,1.6219782471917654,0.12043905241715097
nemotron-3-nano:30b,en,F063,1.9244421823661124,1.6478678191519498,1.8292671756815144,1.489719722282485,0.18457817433501425
nemotron-3-nano:30b,en,F118,1.9244421823661124,1.6478678191519498,1.3576729964664782,1.4111681785593901,0.6142100861610635
nemotron-3-nano:30b,en,F120,1.9244421823661124,1.6478678191519498,1.7298248097926376,1.4971528523388515,0.24615223527093147
nemotron-3-nano:30b,en,G006,1.9244421823661124,1.6478678191519498,2.047077969469957,1.281658103048744,0.38619825536500046
nemotron-3-nano:30b,en,Y002,1.9244421823661124,1.6478678191519498,1.696044117207118,1.6489218359898032,0.22840049719706565
nemotron-3-nano:30b,en,Y003,1.9244421823661124,1.6478678191519498,1.5930198317531974,1.2430334143819095,0.5231937210740424
nemotron-3-super,en,A008,1.773805953366796,1.647273751692758,1.8606474671157511,1.5563032464044826,0.1257659784783393
nemotron-3-super,en,A165,1.773805953366796,1.647273751692758,1.7685666965114741,1.647761370424821,0.005261899317156898
nemotron-3-super,en,E018,1.773805953366796,1.647273751692758,1.7727340091897474,1.5943374970664188,0.052947106797098256
nemotron-3-super,en,E025,1.773805953366796,1.647273751692758,1.577193143106498,1.6039982149958678,0.2013190732018599
nemotron-3-super,en,F063,1.773805953366796,1.647273751692758,1.582849982802255,1.3299706656974848,0.3703315151001459
nemotron-3-super,en,F118,1.773805953366796,1.647273751692758,1.027266379867648,1.335496659480369,0.8090279908808485
nemotron-3-super,en,F120,1.773805953366796,1.647273751692758,1.5533663952045789,1.4765616500268623,0.2788121598100424
nemotron-3-super,en,G006,1.773805953366796,1.647273751692758,1.902429579688743,1.263183407496255,0.40505484783322376
nemotron-3-super,en,Y002,1.773805953366796,1.647273751692758,1.7601529067236132,1.647336758098,0.013653192024139494
nemotron-3-super,en,Y003,1.773805953366796,1.647273751692758,1.539047020090854,1.3605142955442624,0.3705978176452733
nemotron-3-ultra,en,A008,2.1787097848110997,1.6400134424981156,2.265551298560055,1.5490429372098398,0.12576597847833995
nemotron-3-ultra,en,A165,2.1787097848110997,1.6400134424981156,2.113504370261852,1.646082124077226,0.06548721235972607
nemotron-3-ultra,en,E018,2.1787097848110997,1.6400134424981156,2.17700582538108,1.555866121964258,0.08416457111378241
nemotron-3-ultra,en,E025,2.1787097848110997,1.6400134424981156,1.7451291414367254,1.5445800115911061,0.44395913555598704
nemotron-3-ultra,en,F063,2.1787097848110997,1.6400134424981156,2.1165501861305738,1.5367255880924715,0.12054956066218399
nemotron-3-ultra,en,F118,2.1787097848110997,1.6400134424981156,1.2529663270347051,1.2533954872739426,1.003231973631979
nemotron-3-ultra,en,F120,2.1787097848110997,1.6400134424981156,1.8990078160448345,1.4234075332581748,0.35376731229635433
nemotron-3-ultra,en,G006,2.1787097848110997,1.6400134424981156,2.313443451151517,1.2376775594309009,0.42429626871916565
nemotron-3-ultra,en,Y002,2.1787097848110997,1.6400134424981156,2.153126459361483,1.6401315050385028,0.025583597867079783
nemotron-3-ultra,en,Y003,2.1787097848110997,1.6400134424981156,1.952103187937071,1.3632121145466172,0.3577282836211607
qwen3.5:397b,en,A008,1.7054025926161374,1.781020841045909,1.792244106365093,1.690050335757633,0.12576597847833995
qwen3.5:397b,en,A165,1.7054025926161374,1.781020841045909,1.980005404999138,1.7554634998250809,0.275789561548169
qwen3.5:397b,en,E018,1.7054025926161374,1.781020841045909,1.7013812439252218,1.5824329455178177,0.19862860694162368
qwen3.5:397b,en,E025,1.7054025926161374,1.781020841045909,1.113843393832379,1.650815480665487,0.6057191771254049
qwen3.5:397b,en,F063,1.7054025926161374,1.781020841045909,1.5945543372966404,1.5968292005013118,0.2149741755511263
qwen3.5:397b,en,F118,1.7054025926161374,1.781020841045909,0.7277296636318997,1.3727155967508813,1.0595081540920015
qwen3.5:397b,en,F120,1.7054025926161374,1.781020841045909,1.5333720017633117,1.6477974579101986,0.21758445257714668
qwen3.5:397b,en,G006,1.7054025926161374,1.781020841045909,1.7980991836294744,1.5042142654091901,0.29191529302388464
qwen3.5:397b,en,Y002,1.7054025926161374,1.781020841045909,2.061588188972408,1.779377107261653,0.3561893891070109
qwen3.5:397b,en,Y003,1.7054025926161374,1.781020841045909,1.4258058091296717,1.4394916798139252,0.44138025477789544
deepseek-v4-flash,zh,A008,1.607701942433236,1.7341140977222569,1.6945434561821915,1.6431435924339814,0.12576597847833962
deepseek-v4-flash,zh,A165,1.607701942433236,1.7341140977222569,1.6824175625031494,1.7271602993249222,0.07503851807293661
deepseek-v4-flash,zh,E018,1.607701942433236,1.7341140977222569,1.6081047005131213,1.7540036635467937,0.01989364327516446
deepseek-v4-flash,zh,E025,1.607701942433236,1.7341140977222569,1.3320998544682459,1.6734525962886602,0.282199093986569
deepseek-v4-flash,zh,F063,1.607701942433236,1.7341140977222569,1.5386490168068048,1.6193719069780135,0.13391817230815903
deepseek-v4-flash,zh,F118,1.607701942433236,1.7341140977222569,0.7134938362630585,1.3606662416792934,0.9690569840435295
deepseek-v4-flash,zh,F120,1.607701942433236,1.7341140977222569,1.2782353784518858,1.4789696489001047,0.4167096189751766
deepseek-v4-flash,zh,G006,1.607701942433236,1.7341140977222569,1.7363255687551828,1.350023753525754,0.40505484783322354
deepseek-v4-flash,zh,Y002,1.607701942433236,1.7341140977222569,2.047399490434544,1.732084970991986,0.4397022300075929
deepseek-v4-flash,zh,Y003,1.607701942433236,1.7341140977222569,1.2180486175209397,1.2581502058308043,0.6151189641034212
deepseek-v4-flash:0731,zh,A008,3.143248171930246,1.031236826623571,3.0168897471277765,1.1636031253610732,0.18299532387475645
deepseek-v4-flash:0731,zh,A165,3.143248171930246,1.031236826623571,2.4583924612104275,1.0949764909555093,0.6878154471329468
deepseek-v4-flash:0731,zh,E018,3.143248171930246,1.031236826623571,3.1428082430061686,1.0095116379047497,0.021729642480414563
deepseek-v4-flash:0731,zh,E025,3.143248171930246,1.031236826623571,2.969203726728431,0.9929287084228824,0.17821049583480053
deepseek-v4-flash:0731,zh,F063,3.143248171930246,1.031236826623571,3.0654878859510926,0.9020260005042535,0.15080483965044422
deepseek-v4-flash:0731,zh,F118,3.143248171930246,1.031236826623571,2.316453961109886,0.6859430149380434,0.8960002697736102
deepseek-v4-flash:0731,zh,F120,3.143248171930246,1.031236826623571,2.7621372367714114,0.7360981080958238,0.48202946805339825
deepseek-v4-flash:0731,zh,G006,3.143248171930246,1.031236826623571,3.122175817799651,1.0941621847595022,0.0663599638723561
deepseek-v4-flash:0731,zh,Y002,3.143248171930246,1.031236826623571,3.058013452448459,1.0316301698396837,0.08523562708178169
deepseek-v4-flash:0731,zh,Y003,3.143248171930246,1.031236826623571,2.7576710152189063,0.5602519988306168,0.6086841970913649
deepseek-v4-pro,zh,A008,1.6649932753494379,2.1681929962160926,1.7518347890983934,2.077222490927817,0.12576597847833978
deepseek-v4-pro,zh,A165,1.6649932753494379,2.1681929962160926,1.7796863338819686,2.157518489254059,0.11518872676798293
deepseek-v4-pro,zh,E018,1.6649932753494379,2.1681929962160926,1.659497224401588,1.8967792802371253,0.2714693570138864
deepseek-v4-pro,zh,E025,1.6649932753494379,2.1681929962160926,1.490948830147623,2.129884878015404,0.17821049583480053
deepseek-v4-pro,zh,F063,1.6649932753494379,2.1681929962160926,1.5663353245237515,2.004257445196599,0.1913328412719273
deepseek-v4-pro,zh,F118,1.6649932753494379,2.1681929962160926,0.6937407173508967,1.7625690894789157,1.052550371780581
deepseek-v4-pro,zh,F120,1.6649932753494379,2.1681929962160926,1.2551910228697785,1.8508352389630145,0.5183182730968552
deepseek-v4-pro,zh,G006,1.6649932753494379,2.1681929962160926,1.7996047408894862,1.7662220239262916,0.4239114403014474
deepseek-v4-pro,zh,Y002,1.6649932753494379,2.1681929962160926,2.0927605445443116,2.1662189256209663,0.42777182416465215
deepseek-v4-pro,zh,Y003,1.6649932753494379,2.1681929962160926,1.2753399504371417,1.6922291043246394,0.6151189641034216
gemma4:31b,zh,A008,2.728447313994478,1.492080111850104,2.6676888702847554,1.5557273939642902,0.08799184622764965
gemma4:31b,zh,A165,2.728447313994478,1.492080111850104,2.6632418994452305,1.4981487934292146,0.06548721235972609
gemma4:31b,zh,E018,2.728447313994478,1.492080111850104,2.717684469271865,0.9605741799751513,0.5316148929862526
gemma4:31b,zh,E025,2.728447313994478,1.492080111850104,2.655960511555839,1.4761253768823237,0.07422189768303158
gemma4:31b,zh,F063,2.728447313994478,1.492080111850104,2.467832460608161,1.0590279428542422,0.5054248538384236
gemma4:31b,zh,F118,2.728447313994478,1.492080111850104,1.7507743850102404,1.0837748675550762,1.0595081540920015
gemma4:31b,zh,F120,2.728447313994478,1.492080111850104,2.5625212587418273,1.3635841837623366,0.20986343022747522
gemma4:31b,zh,G006,2.728447313994478,1.492080111850104,2.58761817550185,1.9126180318519825,0.44349181323681985
gemma4:31b,zh,Y002,2.728447313994478,1.492080111850104,2.5239098064483514,1.4930240164176674,0.20453968551118507
gemma4:31b,zh,Y003,2.728447313994478,1.492080111850104,2.338793989082182,1.016116219958651,0.6151189641034213
glm-5.1,zh,A008,2.328403895639204,1.9072599721227728,2.415245409388159,1.8162894668344969,0.12576597847833962
glm-5.1,zh,A165,2.328403895639204,1.9072599721227728,2.0033451310829427,1.9375132593724245,0.32646356887752853
glm-5.1,zh,E018,2.328403895639204,1.9072599721227728,2.3186944096715436,1.4277724834270173,0.47958578579177924
glm-5.1,zh,E025,2.328403895639204,1.9072599721227728,1.8045497920308962,1.7919568672309565,0.5363934450242255
glm-5.1,zh,F063,2.328403895639204,1.9072599721227728,2.2419362493073285,1.7635805106283817,0.16769150699272903
glm-5.1,zh,F118,2.328403895639204,1.9072599721227728,1.4662976443975113,1.5472188038690644,0.9342680724864248
glm-5.1,zh,F120,2.328403895639204,1.9072599721227728,2.1423939182619764,1.7632107169272742,0.2352655937578943
glm-5.1,zh,G006,2.328403895639204,1.9072599721227728,2.3791856121258292,1.7556177931391355,0.15991914574632232
glm-5.1,zh,Y002,2.328403895639204,1.9072599721227728,2.61300781915687,1.9059465751493876,0.28460695404936825
glm-5.1,zh,Y003,2.328403895639204,1.9072599721227728,1.9509790753297778,1.4462332725268165,0.5958146630672517
glm-5.2,zh,A008,2.812131850805014,1.510292077241722,2.8989733645539695,1.4193215719534467,0.12576597847833962
glm-5.2,zh,A165,2.812131850805014,1.510292077241722,2.367140770860901,1.5517074901854695,0.44691419496266743
glm-5.2,zh,E018,2.812131850805014,1.510292077241722,2.8121132653829184,1.5093742657945801,0.0009179996026248194
glm-5.2,zh,E025,2.812131850805014,1.510292077241722,2.299561929725948,1.3974726815980067,0.5248391563406956
glm-5.2,zh,F063,2.812131850805014,1.510292077241722,2.8144792800709038,1.5141926965730816,0.004552499898575706
glm-5.2,zh,F118,2.812131850805014,1.510292077241722,1.9821274544918057,1.163657596777269,0.8994791609293205
glm-5.2,zh,F120,2.812131850805014,1.510292077241722,2.359292622344118,1.1596057619006483,0.5727514806620395
glm-5.2,zh,G006,2.812131850805014,1.510292077241722,2.8748892457278425,1.3228886420714903,0.1976323306827685
glm-5.2,zh,Y002,2.812131850805014,1.510292077241722,2.858130198194001,1.510079802971239,0.04599883719056196
glm-5.2,zh,Y003,2.812131850805014,1.510292077241722,2.4224785258927173,1.0343281853502695,0.6151189641034214
gpt-oss:120b,zh,A008,3.1336399679302844,1.891326210270948,3.2204814816792404,1.8003557049826726,0.12576597847833992
gpt-oss:120b,zh,A165,3.1336399679302844,1.891326210270948,2.4287955379791573,1.9569262288852358,0.7078905514804702
gpt-oss:120b,zh,E018,3.1336399679302844,1.891326210270948,3.127301229978473,1.5782977397486233,0.31309264276946475
gpt-oss:120b,zh,E025,3.1336399679302844,1.891326210270948,2.982163887786953,1.8579855105664618,0.15510191846774057
gpt-oss:120b,zh,F063,3.1336399679302844,1.891326210270948,3.071552930586031,1.7881589278267636,0.12040883843433116
